Date,Description,Amount,Payment_Method,Category
2024-06-16,UPI DOCTOR CONSULTATION BLR,4598.59,UPI,Healthcare
2024-06-16,UPI APOLLO PHARMACY CHENNAI,2163.96,UPI,Healthcare
2024-06-16,UPI KFC RESTAURANT HYD,187.54,UPI,Food
2024-06-16,LIBRARY FEE,21003.9,Net Banking,Education
2024-06-16,DONATION PAYMENT TXN70301,8280.79,Cash,Other
2024-06-16,HOUSE RENT TXN76787,13351.14,Debit Card,Rent
2024-06-16,PHARMACY UPI REF354460,4814.59,Cash,Healthcare
2024-06-16,HOTSTAR SUBSCRIPTION,895.17,Credit Card,Entertainment
2024-06-16,UPI MISCELLANEOUS PAYMENT CHENNAI,4384.13,Debit Card,Other
2024-06-16,VI MOBILE RECHARGE TXN42281,2425.27,Cash,Bills
2024-06-16,UPI RAILWAY TICKET BLR,2195.51,Net Banking,Transport
2024-06-16,ZOMATO FOOD ORDER,1305.97,Wallet,Food
2024-06-16,BOOK STORE REF883747,24689.85,Credit Card,Education
2024-06-16,UPI MEDPLUS PHARMACY GUNTUR,3346.09,Net Banking,Healthcare
2024-06-16,MYNTRA SHOPPING,11560.31,Wallet,Shopping
2024-06-17,EXAM FEE,13951.54,UPI,Education
2024-06-17,DONATION PAYMENT,8990.86,Net Banking,Other
2024-06-17,UPI CERTIFICATION EXAM HYD,21742.44,Credit Card,Education
2024-06-17,STOCK INVESTMENT,25973.44,Net Banking,Investment
2024-06-17,UPI GAS BILL PAYMENT GUNTUR,5550.59,Debit Card,Bills
2024-06-17,TEA SHOP UPI TXN92917,1239.49,Wallet,Food
2024-06-17,FIXED DEPOSIT,16331.47,Credit Card,Investment
2024-06-17,JIO RECHARGE,964.3,Net Banking,Bills
2024-06-17,BROADBAND BILL,5573.11,Wallet,Bills
2024-06-18,STATIONERY STORE,15085.14,Net Banking,Education
2024-06-18,EXAM FEE,2279.25,Credit Card,Education
2024-06-18,ONLINE COURSE PAYMENT,19691.46,Credit Card,Education
2024-06-18,INVESTMENT ACCOUNT,22823.95,Net Banking,Investment
2024-06-18,MCDONALDS ORDER REF641676,1538.97,Cash,Food
2024-06-18,DOCTOR CONSULTATION,9163.34,Net Banking,Healthcare
2024-06-18,MYNTRA SHOPPING,12154.75,Wallet,Shopping
2024-06-18,ROOM RENT,6304.9,Cash,Rent
2024-06-18,DONATION PAYMENT,2262.61,UPI,Other
2024-06-18,INDEX FUND SIP,8477.28,Cash,Investment
2024-06-18,UPI NETFLIX SUBSCRIPTION GUNTUR,2125.1,Debit Card,Entertainment
2024-06-18,HOSTEL RENT TXN60069,17756.74,UPI,Rent
2024-06-18,SWIGGY ORDER,1151.19,Net Banking,Food
2024-06-18,STATIONERY STORE,3924.94,Net Banking,Education
2024-06-19,SHOPPING MALL,425.07,Debit Card,Shopping
2024-06-19,UPI TRANSFER,5327.49,Wallet,Other
2024-06-19,SHOPPING MALL REF965894,12623.31,Cash,Shopping
2024-06-19,ACT FIBERNET REF193665,3146.74,Net Banking,Bills
2024-06-19,PVR CINEMAS REF634883,3169.64,Net Banking,Entertainment
2024-06-19,DOMINOS PIZZA,1359.26,Debit Card,Food
2024-06-19,AUTO RICKSHAW UPI,859.44,Cash,Transport
2024-06-19,DONATION PAYMENT,6433.37,UPI,Other
2024-06-19,COLLEGE FEE TXN70899,618.16,UPI,Education
2024-06-19,UPI AJIO PURCHASE HYD,4062.65,Credit Card,Shopping
2024-06-19,UPI ZOMATO FOOD ORDER CHENNAI,1112.74,Credit Card,Food
2024-06-19,UPI RAPIDO RIDE VIJAYAWADA,2396.39,UPI,Transport
2024-06-19,MOVIE TICKET,3753.73,Cash,Entertainment
2024-06-19,CLOTHING STORE REF700067,2288.29,Credit Card,Shopping
2024-06-20,INOX MOVIES TXN75662,1959.59,Wallet,Entertainment
2024-06-20,UPI BOOK STORE VIJAYAWADA,4415.5,Debit Card,Education
2024-06-20,EYE HOSPITAL REF477048,4042.62,Net Banking,Healthcare
2024-06-20,RECURRING DEPOSIT REF914423,6205.79,Debit Card,Investment
2024-06-20,LIBRARY FEE,4006.82,Cash,Education
2024-06-20,UPI TRANSFER TXN37917,3876.69,Net Banking,Other
2024-06-20,BANK CHARGE REF893969,4517.95,Debit Card,Other
2024-06-20,YOUTUBE PREMIUM TXN50268,2119.96,Debit Card,Entertainment
2024-06-21,UPI INDEX FUND SIP BLR,920.53,Debit Card,Investment
2024-06-21,KFC RESTAURANT,1714.17,UPI,Food
2024-06-21,DIAGNOSTIC LAB,7380.47,UPI,Healthcare
2024-06-21,ELECTRONICS STORE TXN23663,6367.31,Cash,Shopping
2024-06-21,ACCOMMODATION PAYMENT TXN45733,16406.45,Credit Card,Rent
2024-06-21,COURSERA COURSE,15405.36,Cash,Education
2024-06-21,APOLLO PHARMACY TXN39470,5422.33,Net Banking,Healthcare
2024-06-21,UPI FIXED DEPOSIT GUNTUR,16442.97,Debit Card,Investment
2024-06-21,BUS TICKET TXN74275,2031.11,UPI,Transport
2024-06-21,SIP INVESTMENT,13735.24,Wallet,Investment
2024-06-21,GIFT PURCHASE,4238.01,Cash,Other
2024-06-22,AMAZON PRIME,3995.15,Debit Card,Entertainment
2024-06-22,ATM FEE,5052.71,UPI,Other
2024-06-22,APARTMENT RENT REF873588,16643.38,Cash,Rent
2024-06-22,APOLLO PHARMACY TXN41632,4482.57,Cash,Healthcare
2024-06-22,UPI UDEMY COURSE CHENNAI,21699.29,Debit Card,Education
2024-06-22,MCDONALDS ORDER,516.52,Credit Card,Food
2024-06-22,MEDPLUS PHARMACY,3428.58,Wallet,Healthcare
2024-06-22,APOLLO PHARMACY REF216698,1927.38,Cash,Healthcare
2024-06-23,INDIAN OIL PETROL,1399.89,Credit Card,Transport
2024-06-23,COLLEGE FEE,22271.24,Cash,Education
2024-06-23,SHOPPING MALL,10042.42,Debit Card,Shopping
2024-06-23,COLLEGE FEE,12438.15,Credit Card,Education
2024-06-23,CERTIFICATION EXAM TXN10258,24573.63,Credit Card,Education
2024-06-23,HP FUEL STATION,1515.97,Cash,Transport
2024-06-23,FLIPKART ORDER,1883.63,Credit Card,Shopping
2024-06-23,PERSONAL TRANSFER,3738.59,Cash,Other
2024-06-23,HOUSE RENT,15736.93,Cash,Rent
2024-06-23,INDEX FUND SIP REF297950,20516.41,UPI,Investment
2024-06-23,UPI ROOM RENT CHENNAI,23237.3,Cash,Rent
2024-06-23,UPI GOLD SAVINGS GUNTUR,2743.43,Credit Card,Investment
2024-06-24,FLIPKART ORDER,10910.8,UPI,Shopping
2024-06-24,FIXED DEPOSIT,26320.51,Debit Card,Investment
2024-06-24,APOLLO PHARMACY REF391399,3063.01,Credit Card,Healthcare
2024-06-24,RAPIDO RIDE TXN56907,2153.31,Debit Card,Transport
2024-06-24,STOCK INVESTMENT REF970172,13840.09,Wallet,Investment
2024-06-24,STOCK INVESTMENT TXN28285,2742.78,Wallet,Investment
2024-06-24,UPI APOLLO PHARMACY GUNTUR,1412.78,Wallet,Healthcare
2024-06-24,UPI TEA SHOP UPI VIJAYAWADA,1737.46,Cash,Food
2024-06-24,PVR CINEMAS REF739976,1645.34,Net Banking,Entertainment
2024-06-24,COURSERA COURSE,5373.33,Cash,Education
2024-06-24,RAILWAY TICKET,2579.98,Net Banking,Transport
2024-06-24,UBER TRIP TXN19184,2858.02,Cash,Transport
2024-06-25,ACCOMMODATION PAYMENT,7710.69,Net Banking,Rent
2024-06-25,UPI HOUSE RENT CHENNAI,15482.64,Credit Card,Rent
2024-06-25,UPI DIAGNOSTIC LAB BLR,9901.65,Debit Card,Healthcare
2024-06-25,COURSERA COURSE TXN43656,14413.32,UPI,Education
2024-06-25,EXAM FEE TXN74688,8866.42,Credit Card,Education
2024-06-25,RAILWAY TICKET REF799713,847.52,Debit Card,Transport
2024-06-25,DONATION PAYMENT,794.77,Net Banking,Other
2024-06-25,HOUSE RENT REF457313,17920.74,UPI,Rent
2024-06-25,ELECTRONICS STORE REF774812,13944.76,Net Banking,Shopping
2024-06-25,UPI UDEMY COURSE BLR,14967.14,Debit Card,Education
2024-06-25,HOSTEL RENT TXN21053,14100.08,UPI,Rent
2024-06-25,TEA SHOP UPI REF301307,1231.37,Debit Card,Food
2024-06-25,YOUTUBE PREMIUM REF501320,2764.21,Credit Card,Entertainment
2024-06-25,PHARMACY UPI TXN38557,762.48,Net Banking,Healthcare
2024-06-26,AJIO PURCHASE REF253557,3913.93,Cash,Shopping
2024-06-26,UPI GOLD SAVINGS CHENNAI,17661.6,UPI,Investment
2024-06-26,UPI TATA PLAY RECHARGE HYD,5058.44,Net Banking,Bills
2024-06-26,STATIONERY STORE,22164.93,Wallet,Education
2024-06-26,DOMINOS PIZZA TXN47818,1599.13,Net Banking,Food
2024-06-26,MCDONALDS ORDER,1742.56,Cash,Food
2024-06-26,GIFT PURCHASE TXN82228,6893.11,Cash,Other
2024-06-26,UPI MISCELLANEOUS PAYMENT CHENNAI,9774.69,Net Banking,Other
2024-06-26,UPI RECURRING DEPOSIT VIJAYAWADA,13163.6,Debit Card,Investment
2024-06-26,UPI EXAM FEE HYD,5493.24,Credit Card,Education
2024-06-27,AIRTEL RECHARGE TXN81825,2122.84,UPI,Bills
2024-06-27,UPI INDEX FUND SIP GUNTUR,5120.48,Net Banking,Investment
2024-06-27,UPI MOBILE POSTPAID BILL BLR,3660.0,UPI,Bills
2024-06-27,BROADBAND BILL,3737.94,Cash,Bills
2024-06-27,INDIAN OIL PETROL,2408.09,Debit Card,Transport
2024-06-27,VI MOBILE RECHARGE TXN13903,4106.37,Cash,Bills
2024-06-27,STOCK INVESTMENT TXN93796,10730.24,Cash,Investment
2024-06-28,MEDPLUS PHARMACY,7983.41,Cash,Healthcare
2024-06-28,RELIANCE TRENDS,13681.49,Net Banking,Shopping
2024-06-28,EYE HOSPITAL TXN36148,8030.16,UPI,Healthcare
2024-06-28,UPI ENTERTAINMENT EVENT VIJAYAWADA,3068.23,Cash,Entertainment
2024-06-28,GAS BILL PAYMENT TXN66219,827.39,Wallet,Bills
2024-06-28,UBER TRIP,2248.63,Debit Card,Transport
2024-06-28,UPI ELECTRONICS STORE CHENNAI,5609.53,Credit Card,Shopping
2024-06-28,UPI ELECTRONICS STORE CHENNAI,8177.66,Net Banking,Shopping
2024-06-28,MEESHO ORDER,7135.02,Net Banking,Shopping
2024-06-29,UPI ONLINE COURSE PAYMENT VIJAYAWADA,2913.37,Net Banking,Education
2024-06-29,UPI SHOPPING MALL VIJAYAWADA,988.58,Debit Card,Shopping
2024-06-29,UPI INOX MOVIES GUNTUR,838.04,Cash,Entertainment
2024-06-29,HOSTEL RENT,13009.83,Debit Card,Rent
2024-06-29,BROADBAND BILL,1788.29,Wallet,Bills
2024-06-29,UPI BAKERY PURCHASE BLR,61.05,Debit Card,Food
2024-06-29,UPI AUTO RICKSHAW UPI HYD,469.28,Net Banking,Transport
2024-06-29,UPI TATA PLAY RECHARGE VIJAYAWADA,3034.03,Debit Card,Bills
2024-06-30,HOSPITAL PAYMENT REF144648,7966.66,Cash,Healthcare
2024-06-30,ACCOMMODATION PAYMENT,15147.59,Net Banking,Rent
2024-06-30,RESTAURANT PAYMENT,1289.83,Debit Card,Food
2024-06-30,RAPIDO RIDE,1302.3,Cash,Transport
2024-06-30,JIO RECHARGE TXN10638,3602.52,UPI,Bills
2024-06-30,APOLLO PHARMACY,4303.93,Cash,Healthcare
2024-06-30,UPI MEDPLUS PHARMACY HYD,6781.37,UPI,Healthcare
2024-06-30,MUTUAL FUND INVESTMENT TXN12182,9142.29,Credit Card,Investment
2024-06-30,UPI UDEMY COURSE BLR,9416.79,Net Banking,Education
2024-06-30,KFC RESTAURANT TXN74066,1089.58,Net Banking,Food
2024-06-30,UPI GROCERY FOOD STORE VIJAYAWADA,739.56,Net Banking,Food
2024-06-30,PHARMACY UPI,2126.39,Credit Card,Healthcare
2024-06-30,UPI METRO TICKET HYD,706.11,Credit Card,Transport
2024-07-01,GAS BILL PAYMENT TXN55867,3998.37,Wallet,Bills
2024-07-01,DONATION PAYMENT TXN83904,2830.12,Cash,Other
2024-07-01,PVR CINEMAS,2491.19,Credit Card,Entertainment
2024-07-01,HP FUEL STATION TXN20416,1128.52,Cash,Transport
2024-07-01,DOMINOS PIZZA,1548.59,Wallet,Food
2024-07-01,MONTHLY RENT,20300.1,Net Banking,Rent
2024-07-01,GAME PURCHASE TXN42636,3860.33,UPI,Entertainment
2024-07-01,MUTUAL FUND INVESTMENT REF975763,28165.09,UPI,Investment
2024-07-01,UPI ROOM RENT GUNTUR,3223.09,Wallet,Rent
2024-07-02,KFC RESTAURANT REF955946,1766.98,Net Banking,Food
2024-07-02,COURSERA COURSE,1124.01,Credit Card,Education
2024-07-02,CLOTHING STORE REF983516,8925.8,Debit Card,Shopping
2024-07-02,UPI CERTIFICATION EXAM VIJAYAWADA,21733.58,Wallet,Education
2024-07-02,STATIONERY STORE TXN45785,9621.04,Net Banking,Education
2024-07-02,UPI UPI TRANSFER BLR,8571.96,Debit Card,Other
2024-07-02,BOOK STORE,433.89,Net Banking,Education
2024-07-02,HOSTEL RENT REF903058,11430.61,Wallet,Rent
2024-07-02,UPI HP FUEL STATION GUNTUR,2699.51,UPI,Transport
2024-07-02,GOLD SAVINGS,15807.32,Credit Card,Investment
2024-07-02,UPI BROADBAND BILL HYD,2216.99,Credit Card,Bills
2024-07-03,MOBILE POSTPAID BILL,4119.43,UPI,Bills
2024-07-03,DENTAL CLINIC REF456082,3902.26,Net Banking,Healthcare
2024-07-03,EXAM FEE,7062.78,Cash,Education
2024-07-03,ATM FEE TXN73469,5328.09,Credit Card,Other
2024-07-03,BUS TICKET REF489862,68.17,Cash,Transport
2024-07-03,HP FUEL STATION TXN24126,1066.69,Cash,Transport
2024-07-03,SIP INVESTMENT,10533.12,Wallet,Investment
2024-07-03,HOSTEL FEE RENT,16328.52,Cash,Rent
2024-07-03,ATM FEE TXN98760,1934.16,Net Banking,Other
2024-07-03,DONATION PAYMENT,347.9,Credit Card,Other
2024-07-03,MOBILE POSTPAID BILL,5665.79,Wallet,Bills
2024-07-03,UPI TRANSFER,7680.13,Net Banking,Other
2024-07-03,SIP INVESTMENT REF790229,28117.36,UPI,Investment
2024-07-04,HOTSTAR SUBSCRIPTION REF744324,3848.34,UPI,Entertainment
2024-07-04,STATIONERY STORE,11330.2,Net Banking,Education
2024-07-04,HP FUEL STATION,2594.09,Credit Card,Transport
2024-07-04,AMAZON PRIME REF824047,3680.66,Net Banking,Entertainment
2024-07-04,ELECTRICITY BILL TXN99092,2549.2,Wallet,Bills
2024-07-05,ZOMATO FOOD ORDER,364.22,Net Banking,Food
2024-07-05,UPI TRANSFER,937.26,Wallet,Other
2024-07-05,ELECTRICITY BILL,5518.82,Net Banking,Bills
2024-07-05,UPI GOLD SAVINGS BLR,19373.92,Debit Card,Investment
2024-07-05,PG RENT PAYMENT,18978.21,Wallet,Rent
2024-07-05,STOCK INVESTMENT TXN72521,4308.76,Wallet,Investment
2024-07-05,UPI TEA SHOP UPI CHENNAI,1022.21,Wallet,Food
2024-07-05,GROCERY FOOD STORE TXN67794,1073.56,Net Banking,Food
2024-07-05,PERSONAL TRANSFER REF221909,9184.21,Wallet,Other
2024-07-05,UPI ROOM RENT VIJAYAWADA,6723.28,UPI,Rent
2024-07-05,WATER BILL REF104282,4228.84,Wallet,Bills
2024-07-05,EYE HOSPITAL,3476.65,Debit Card,Healthcare
2024-07-06,HOTSTAR SUBSCRIPTION TXN45476,1726.0,Debit Card,Entertainment
2024-07-06,UPI YOUTUBE PREMIUM HYD,3351.43,Cash,Entertainment
2024-07-06,GAS BILL PAYMENT,3829.51,Wallet,Bills
2024-07-06,UPI MISCELLANEOUS PAYMENT GUNTUR,3095.54,Net Banking,Other
2024-07-06,ACT FIBERNET,5262.82,Debit Card,Bills
2024-07-06,HOSTEL RENT,23526.35,Wallet,Rent
2024-07-06,UPI RESTAURANT PAYMENT CHENNAI,126.78,Debit Card,Food
2024-07-06,UPI HOUSE RENT VIJAYAWADA,4200.48,UPI,Rent
2024-07-06,HP FUEL STATION,263.21,Net Banking,Transport
2024-07-07,INOX MOVIES,1158.1,UPI,Entertainment
2024-07-07,PVR CINEMAS TXN81403,1460.2,UPI,Entertainment
2024-07-07,SPOTIFY PREMIUM,1926.37,Wallet,Entertainment
2024-07-07,YOUTUBE PREMIUM REF335351,901.55,Wallet,Entertainment
2024-07-07,UPI LIBRARY FEE BLR,11970.43,Net Banking,Education
2024-07-07,AMAZON PRIME,3989.94,Cash,Entertainment
2024-07-07,DMART PURCHASE,11544.96,Debit Card,Shopping
2024-07-07,ENTERTAINMENT EVENT REF292667,3793.04,Debit Card,Entertainment
2024-07-07,DOMINOS PIZZA,811.4,Wallet,Food
2024-07-07,GAS BILL PAYMENT REF975295,2624.49,Net Banking,Bills
2024-07-08,EYE HOSPITAL,2625.21,Wallet,Healthcare
2024-07-08,CASH WITHDRAWAL REF342337,5300.98,Credit Card,Other
2024-07-08,MEESHO ORDER TXN62710,12115.79,Cash,Shopping
2024-07-08,MEDICAL STORE,1380.03,Cash,Healthcare
2024-07-08,MUTUAL FUND INVESTMENT,8274.43,UPI,Investment
2024-07-08,UPI RESTAURANT PAYMENT CHENNAI,1220.28,Net Banking,Food
2024-07-08,UPI SWIGGY ORDER CHENNAI,273.52,UPI,Food
2024-07-08,ELECTRONICS STORE TXN64278,3574.25,Net Banking,Shopping
2024-07-08,UPI TRANSFER TXN31871,4040.99,Net Banking,Other
2024-07-09,MEESHO ORDER TXN53163,12453.04,Net Banking,Shopping
2024-07-09,HOUSE RENT,5985.67,Cash,Rent
2024-07-09,DOCTOR CONSULTATION TXN20782,8041.26,Debit Card,Healthcare
2024-07-09,STOCK INVESTMENT REF632496,2863.29,UPI,Investment
2024-07-09,HP FUEL STATION REF379062,2556.07,Net Banking,Transport
2024-07-09,SWIGGY ORDER REF410152,261.88,Wallet,Food
2024-07-09,UPI ROOM RENT HYD,23928.95,Cash,Rent
2024-07-09,UPI GAS BILL PAYMENT GUNTUR,4567.89,Credit Card,Bills
2024-07-09,PG RENT PAYMENT,16854.73,Wallet,Rent
2024-07-09,MOVIE TICKET,1763.26,Net Banking,Entertainment
2024-07-09,HOSTEL RENT,13903.51,UPI,Rent
2024-07-09,INDEX FUND SIP,10981.56,Net Banking,Investment
2024-07-09,BANK CHARGE,512.25,UPI,Other
2024-07-09,STATIONERY STORE,13335.86,Debit Card,Education
2024-07-09,UPI PETROL PUMP CHENNAI,1624.1,Debit Card,Transport
2024-07-09,UPI HOSPITAL PAYMENT VIJAYAWADA,1077.77,Wallet,Healthcare
2024-07-10,UPI RECURRING DEPOSIT BLR,2303.88,Wallet,Investment
2024-07-10,FLIPKART ORDER REF541893,14112.15,Debit Card,Shopping
2024-07-10,GIFT PURCHASE REF671192,7607.63,Cash,Other
2024-07-10,UPI EXAM FEE BLR,18431.8,Cash,Education
2024-07-10,AUTO RICKSHAW UPI,2635.47,UPI,Transport
2024-07-10,MONTHLY RENT TXN23399,5915.15,Net Banking,Rent
2024-07-10,GOLD SAVINGS,17620.2,Wallet,Investment
2024-07-10,UPI CLOTHING STORE CHENNAI,4403.64,Credit Card,Shopping
2024-07-10,UPI GAME PURCHASE BLR,2461.79,Cash,Entertainment
2024-07-10,UPI RECURRING DEPOSIT HYD,1115.82,Net Banking,Investment
2024-07-11,UPI GAS BILL PAYMENT CHENNAI,4337.27,Cash,Bills
2024-07-11,DONATION PAYMENT,2058.39,Net Banking,Other
2024-07-11,UPI HEALTH CHECKUP BLR,1224.75,Cash,Healthcare
2024-07-11,UPI EXAM FEE VIJAYAWADA,12091.43,Wallet,Education
2024-07-11,UPI AMAZON PRIME BLR,527.28,Net Banking,Entertainment
2024-07-11,UPI PETROL PUMP BLR,1022.64,Debit Card,Transport
2024-07-11,UPI EXAM FEE HYD,1005.85,UPI,Education
2024-07-11,MOVIE TICKET,3041.04,Net Banking,Entertainment
2024-07-11,AIRTEL RECHARGE REF130808,2905.0,Credit Card,Bills
2024-07-11,UPI UDEMY COURSE CHENNAI,23042.02,Cash,Education
2024-07-11,DENTAL CLINIC,6490.99,Net Banking,Healthcare
2024-07-11,STATIONERY STORE REF563849,14583.87,Debit Card,Education
2024-07-11,BOOK STORE TXN36111,19211.8,Wallet,Education
2024-07-12,BOOK STORE,20050.51,Wallet,Education
2024-07-12,PETROL PUMP,1034.98,Debit Card,Transport
2024-07-12,AJIO PURCHASE,191.18,Net Banking,Shopping
2024-07-12,HEALTH CHECKUP,6425.73,Credit Card,Healthcare
2024-07-12,INDIAN OIL PETROL,141.62,Credit Card,Transport
2024-07-12,HOSPITAL PAYMENT,5796.8,Wallet,Healthcare
2024-07-12,CLOTHING STORE TXN35348,8205.18,UPI,Shopping
2024-07-13,STATIONERY STORE REF763529,11005.8,Debit Card,Education
2024-07-13,RECURRING DEPOSIT,29870.53,Cash,Investment
2024-07-13,UPI PERSONAL TRANSFER CHENNAI,8084.6,UPI,Other
2024-07-13,ACT FIBERNET,2223.46,UPI,Bills
2024-07-13,UPI SPOTIFY PREMIUM CHENNAI,2573.77,Wallet,Entertainment
2024-07-13,COURSERA COURSE,8918.13,Net Banking,Education
2024-07-13,DOMINOS PIZZA,1264.13,Credit Card,Food
2024-07-13,PHARMACY UPI,1756.02,Debit Card,Healthcare
2024-07-13,EXAM FEE REF136245,19454.8,Wallet,Education
2024-07-13,MUTUAL FUND INVESTMENT,910.06,Wallet,Investment
2024-07-13,CAFE COFFEE DAY REF152327,1111.89,Credit Card,Food
2024-07-13,INVESTMENT ACCOUNT,732.4,Credit Card,Investment
2024-07-13,BAKERY PURCHASE REF466163,193.62,UPI,Food
2024-07-13,HOTSTAR SUBSCRIPTION,3522.16,Debit Card,Entertainment
2024-07-13,COLLEGE FEE TXN80295,5263.75,Credit Card,Education
2024-07-14,RECURRING DEPOSIT TXN28013,8479.22,Debit Card,Investment
2024-07-14,ZOMATO FOOD ORDER TXN60329,129.87,Wallet,Food
2024-07-14,LIBRARY FEE REF228619,11590.84,Cash,Education
2024-07-14,UPI COLLEGE FEE GUNTUR,22267.2,Net Banking,Education
2024-07-14,GOLD SAVINGS REF544134,17269.4,UPI,Investment
2024-07-14,UPI UDEMY COURSE CHENNAI,14607.57,UPI,Education
2024-07-14,AMAZON PURCHASE REF357016,10628.17,Cash,Shopping
2024-07-14,MOVIE TICKET REF231165,626.08,UPI,Entertainment
2024-07-14,UPI MISCELLANEOUS PAYMENT GUNTUR,2137.14,Wallet,Other
2024-07-14,ZOMATO FOOD ORDER,531.66,UPI,Food
2024-07-15,OLA CAB,472.23,Cash,Transport
2024-07-15,CAFE COFFEE DAY,1394.05,Credit Card,Food
2024-07-15,RAPIDO RIDE,143.95,Debit Card,Transport
2024-07-15,RELIANCE TRENDS,12838.98,Debit Card,Shopping
2024-07-15,UPI OLA CAB VIJAYAWADA,2390.85,Cash,Transport
2024-07-15,UDEMY COURSE REF928697,859.9,UPI,Education
2024-07-15,STOCK INVESTMENT,18648.07,Cash,Investment
2024-07-15,DENTAL CLINIC,5735.79,Wallet,Healthcare
2024-07-15,UPI MOBILE POSTPAID BILL GUNTUR,5836.81,Credit Card,Bills
2024-07-15,JIO RECHARGE REF939192,3477.98,Credit Card,Bills
2024-07-15,TATA PLAY RECHARGE REF481901,1023.53,Credit Card,Bills
2024-07-16,CLOTHING STORE,531.33,Debit Card,Shopping
2024-07-16,VI MOBILE RECHARGE TXN78080,5884.22,Debit Card,Bills
2024-07-16,OLA CAB TXN29952,1830.63,UPI,Transport
2024-07-16,AUTO RICKSHAW UPI TXN30281,1432.38,Credit Card,Transport
2024-07-16,UPI AUTO RICKSHAW UPI BLR,433.36,Net Banking,Transport
2024-07-16,MEDICAL STORE TXN40217,1294.49,Credit Card,Healthcare
2024-07-16,MCDONALDS ORDER REF403170,1168.99,Net Banking,Food
2024-07-16,MEDPLUS PHARMACY,3956.81,Credit Card,Healthcare
2024-07-16,ZOMATO FOOD ORDER,698.34,Net Banking,Food
2024-07-16,HEALTH CHECKUP REF775192,5637.59,Cash,Healthcare
2024-07-16,MEESHO ORDER,1948.75,UPI,Shopping
2024-07-16,ROOM RENT,13296.46,UPI,Rent
2024-07-16,UPI TRAINING PROGRAM GUNTUR,15757.66,Credit Card,Education
2024-07-16,PETROL PUMP,1174.43,Cash,Transport
2024-07-16,UPI ONLINE COURSE PAYMENT VIJAYAWADA,689.24,Net Banking,Education
2024-07-16,CASH WITHDRAWAL,1161.38,Wallet,Other
2024-07-16,CAFE COFFEE DAY TXN84420,1230.2,Debit Card,Food
2024-07-17,COLLEGE FEE,9096.53,Debit Card,Education
2024-07-17,HOSTEL FEE RENT,5084.69,UPI,Rent
2024-07-17,CASH WITHDRAWAL,7904.69,Cash,Other
2024-07-17,APOLLO PHARMACY TXN70699,6517.62,Wallet,Healthcare
2024-07-17,HP FUEL STATION,237.33,Credit Card,Transport
2024-07-17,AMAZON PRIME REF939871,805.96,Net Banking,Entertainment
2024-07-17,DOMINOS PIZZA TXN97704,1569.22,Debit Card,Food
2024-07-17,ACCOMMODATION PAYMENT REF984855,18098.52,Debit Card,Rent
2024-07-17,MOVIE TICKET,3620.48,UPI,Entertainment
2024-07-17,ELECTRONICS STORE TXN45191,9145.75,UPI,Shopping
2024-07-17,CASH WITHDRAWAL TXN95967,4136.1,UPI,Other
2024-07-17,UPI BUS TICKET HYD,1667.16,Wallet,Transport
2024-07-17,MISCELLANEOUS PAYMENT TXN37041,7456.43,Net Banking,Other
2024-07-17,INVESTMENT ACCOUNT REF881537,13163.37,Cash,Investment
2024-07-17,OLA CAB TXN68383,1663.12,Net Banking,Transport
2024-07-17,INOX MOVIES,3729.67,Debit Card,Entertainment
2024-07-17,INDEX FUND SIP REF492759,21922.89,Credit Card,Investment
2024-07-18,MISCELLANEOUS PAYMENT,5583.7,Wallet,Other
2024-07-18,MEDICAL STORE REF547857,182.59,Debit Card,Healthcare
2024-07-18,MISCELLANEOUS PAYMENT REF866307,7202.43,UPI,Other
2024-07-18,RAPIDO RIDE REF703164,1784.47,Wallet,Transport
2024-07-18,WATER BILL,1641.99,Cash,Bills
2024-07-18,UPI TRANSFER,3429.44,Debit Card,Other
2024-07-18,SIP INVESTMENT,21127.49,Net Banking,Investment
2024-07-18,HOUSE RENT TXN11256,13661.4,Net Banking,Rent
2024-07-19,DMART PURCHASE,3764.87,UPI,Shopping
2024-07-19,INVESTMENT ACCOUNT REF108139,27504.69,Credit Card,Investment
2024-07-19,SPOTIFY PREMIUM REF513531,200.81,Wallet,Entertainment
2024-07-19,WATER BILL,1379.52,Wallet,Bills
2024-07-19,DONATION PAYMENT REF498376,4744.95,Debit Card,Other
2024-07-19,SWIGGY ORDER REF911192,1418.19,Cash,Food
2024-07-19,UPI ROOM RENT GUNTUR,14354.57,Net Banking,Rent
2024-07-19,PETROL PUMP TXN13629,1298.72,Net Banking,Transport
2024-07-19,CERTIFICATION EXAM,13414.93,Net Banking,Education
2024-07-19,UPI ONLINE COURSE PAYMENT CHENNAI,14885.78,Net Banking,Education
2024-07-19,MOBILE POSTPAID BILL,5564.37,UPI,Bills
2024-07-19,HOTSTAR SUBSCRIPTION TXN48448,2427.59,UPI,Entertainment
2024-07-19,HOSTEL RENT TXN27911,18726.99,Debit Card,Rent
2024-07-19,INDIAN OIL PETROL,1932.56,Wallet,Transport
2024-07-19,PVR CINEMAS REF295083,673.79,Credit Card,Entertainment
2024-07-20,AMAZON PURCHASE,2371.51,UPI,Shopping
2024-07-20,CASH WITHDRAWAL TXN28350,8918.41,Credit Card,Other
2024-07-20,DOMINOS PIZZA REF165418,59.42,Wallet,Food
2024-07-20,SWIGGY ORDER,907.84,Wallet,Food
